time,temperature_2m (°C),relativehumidity_2m (%),apparent_temperature (°C),surface_pressure (hPa),precipitation (mm),cloudcover (%),direct_radiation (W/m²)
2016-05-27T08:00,22.6,91,26,968.9,0,69,117
2016-05-27T09:00,23.4,85,29.9,969.7,0.2,80,217
2016-05-27T10:00,23.7,84,29.5,969.5,0.2,100,175
2016-05-27T11:00,24.7,78,30.2,969.3,0.2,100,188
2016-05-27T12:00,24,84,30.9,968.5,2.4,100,117
2016-05-27T13:00,25.3,78,32,967.9,1,88,305
2016-05-27T14:00,23.3,90,32.7,966.9,0.7,77,116
2016-05-27T15:00,23.7,90,32.3,966.2,0,60,98
2016-05-27T16:00,23.7,86,32,966.2,0.8,68,141
2016-05-27T17:00,22.8,91,28.7,965.6,0.5,81,55
2016-05-27T18:00,22.7,90,29.3,966.2,0,78,8
2016-05-27T19:00,22.5,89,29.1,967.2,0.1,69,0
2016-05-27T20:00,22.1,90,28.6,968.2,0.1,82,0
2016-05-27T21:00,21.8,90,27.7,968.6,0.3,71,0
2016-05-27T22:00,20.3,98,27.1,968.5,0.6,63,0
2016-05-27T23:00,19.8,99,26.9,968.5,0.3,63,0
2016-05-28T00:00,19.4,99,26.8,968.1,0,58,0
2016-05-28T01:00,19.1,99,25.9,967.1,0,68,0
2016-05-28T02:00,21,90,25.5,967.2,0,92,0
2016-05-28T03:00,20.9,91,25.4,967.5,0.3,100,0
2016-05-28T04:00,19.3,99,25.7,967.4,0.8,100,0
2016-05-28T05:00,19.4,99,26.5,968.4,1.6,100,0
2016-05-28T06:00,22.4,81,26.9,969.1,1.5,100,0
2016-05-28T07:00,22,86,26.6,970,1.1,100,0
2016-05-28T08:00,22.6,96,26.7,970.5,1.3,100,22
2016-05-28T09:00,22,100,30.1,971.2,1,96,1
2016-05-28T10:00,22,99,30.1,971.5,0.6,100,0
2016-05-28T11:00,24.8,83,30.1,970.9,0.7,100,0
2016-05-28T12:00,23.2,92,29.8,970.2,0.7,100,90
2016-05-28T13:00,24.4,84,29.7,969.3,1.1,100,155
2016-05-28T14:00,23.5,88,29.2,968.6,1.5,100,17
2016-05-28T15:00,22.7,98,29.9,968.2,1.3,100,32
2016-05-28T16:00,22.2,100,30.5,967.6,0.6,100,9
2016-05-28T17:00,22.2,99,28.4,967.4,0.2,88,24
2016-05-28T18:00,22.5,93,28.7,968,0,90,2
2016-05-28T19:00,22.3,92,28.4,968.8,0.2,100,0
2016-05-28T20:00,22,92,28,969.8,0.3,100,0
2016-05-28T21:00,19.8,99,27.1,970.3,0.3,100,0
2016-05-28T22:00,19.6,99,26.1,970.5,0.6,100,0
2016-05-28T23:00,19.5,99,25.6,970.5,0.4,100,0
2016-05-29T00:00,19.5,99,25,969.8,0.7,92,0
2016-05-29T01:00,19.5,99,25.1,968.9,0.4,94,0
2016-05-29T02:00,22.4,83,25.2,968.2,0.5,100,0
2016-05-29T03:00,22.1,83,24.8,967.9,0.6,100,0
2016-05-29T04:00,19.1,98,24.7,967.9,1.6,100,0
2016-05-29T05:00,18.8,99,24.9,968.8,3,100,0
2016-05-29T06:00,18.7,99,24.6,969.2,4.1,100,0
2016-05-29T07:00,19.5,99,25.2,970.1,4.5,91,3
2016-05-29T08:00,21.4,100,25.9,970.7,5.6,90,31
2016-05-29T09:00,21.6,98,29.1,971.8,6.5,89,13
2016-05-29T10:00,24,86,29.2,971.7,8,97,35
2016-05-29T11:00,22.7,95,29.4,971.7,8.3,100,3
2016-05-29T12:00,22.2,100,32,970.8,7.2,97,1
2016-05-29T13:00,22.1,100,32.3,969.8,5.9,100,31
2016-05-29T14:00,25,81,31.3,968.2,1.8,100,61
2016-05-29T15:00,22.9,90,31.7,967.4,0.2,98,16
2016-05-29T16:00,23,93,31.5,966.6,0,43,63
2016-05-29T17:00,23.2,93,30.3,965.6,0,52,40
2016-05-29T18:00,22.9,95,29.7,966.2,0,44,12
2016-05-29T19:00,22.7,93,29.4,967.8,0,62,0
2016-05-29T20:00,22.5,90,28.9,968.8,0,67,0
2016-05-29T21:00,22.6,87,28.4,969.4,0,74,0
2016-05-29T22:00,21,91,27.2,969.4,0,75,0
2016-05-29T23:00,20.1,93,26.6,969.4,0,68,0
2016-05-30T00:00,19.6,93,26,968.7,0,71,0
2016-05-30T01:00,19.7,91,26.2,968.3,0,65,0
2016-05-30T02:00,21.5,89,25.9,967.4,0,62,0
2016-05-30T03:00,21.6,88,24.2,966.9,0,61,0
2016-05-30T04:00,21.4,88,24.4,966.8,0,51,0
2016-05-30T05:00,21.4,86,27,967.2,0,73,0
2016-05-30T06:00,21.1,86,26.5,967.4,0,79,0
2016-05-30T07:00,21.6,86,27.9,968.9,0,80,14
2016-05-30T08:00,22.3,89,28.3,969.6,0,95,46
2016-05-30T09:00,23.7,82,30.3,970.1,0.1,100,158
2016-05-30T10:00,24.2,78,30.3,969.8,0,69,204
2016-05-30T11:00,25.6,73,30.7,969.4,0.1,60,334
2016-05-30T12:00,25.6,74,32.5,968.4,0.1,66,267
2016-05-30T13:00,26.1,73,35.3,967.1,0.2,72,583
2016-05-30T14:00,24.7,80,34.3,966.1,0.2,66,194
2016-05-30T15:00,24.1,83,32.7,965.1,0.2,60,124
2016-05-30T16:00,23.8,88,33.2,965.8,1.3,74,55
2016-05-30T17:00,22.9,91,28.8,965.5,1.6,85,23
2016-05-30T18:00,22.9,91,29.1,966,0.6,100,5
2016-05-30T19:00,22.3,92,29,967.4,0,92,0
2016-05-30T20:00,22.5,90,28.7,968.1,0,77,0
2016-05-30T21:00,20.4,95,27.2,967.3,0,48,0
2016-05-30T22:00,20.2,94,27.2,967.3,0,44,0
2016-05-30T23:00,20.1,93,27,967.4,0,42,0
2016-05-31T00:00,20.1,91,26.2,966.6,0,56,0
2016-05-31T01:00,19.8,90,24.9,966.4,0,55,0
2016-05-31T02:00,20.7,85,24.4,965.8,0,62,0
2016-05-31T03:00,20.7,84,24.6,965.7,0,70,0
2016-05-31T04:00,20.3,85,24.1,966,0,74,0
2016-05-31T05:00,21.1,80,24.7,966.3,0,82,0
2016-05-31T06:00,22,76,24.8,966.7,0,74,0
2016-05-31T07:00,20.6,95,25.6,967.7,0,75,27
2016-05-31T08:00,22.2,96,26.8,968.6,0,94,113
2016-05-31T09:00,23.4,85,28.7,969.6,0.2,72,282
2016-05-31T10:00,24.3,81,29.7,969.6,0.7,79,248
2016-05-31T11:00,25.7,75,31.7,969,0.5,100,483
2016-05-31T12:00,26,74,31.4,968,1.3,62,293
2016-05-31T13:00,25.5,76,30.5,966.7,1.5,71,251
2016-05-31T14:00,25,77,30.6,966.1,0,68,171
2016-05-31T15:00,24.7,77,30,965.4,0.1,55,112
2016-05-31T16:00,24.2,82,29.6,964.8,0.1,68,59
2016-05-31T17:00,24,83,30.1,965,0.4,52,35
2016-05-31T18:00,23.5,86,29.6,965.2,0,52,12
2016-05-31T19:00,23.4,86,29,966.3,0,50,0
2016-05-31T20:00,23.5,85,29.2,966.8,0,55,0
2016-05-31T21:00,22.9,86,27.5,966.9,0,55,0
2016-05-31T22:00,22.4,86,27.4,967.1,0,72,0
2016-05-31T23:00,23.3,80,26.3,967.1,0.3,70,0
2016-06-01T00:00,23.1,80,26.7,966.9,0.3,87,0
2016-06-01T01:00,22.8,80,26.6,967,0.1,90,0
2016-06-01T02:00,22.6,83,25.8,966.5,0.4,96,0
2016-06-01T03:00,22.2,85,23.9,966.2,0.5,100,0
2016-06-01T04:00,21.2,91,23.8,966.4,0.5,100,0
2016-06-01T05:00,19.5,99,25.2,967.4,0.4,91,0
2016-06-01T06:00,22.3,82,25.5,967.1,0.3,90,0
2016-06-01T07:00,22.6,81,26.3,967.6,0,62,5
2016-06-01T08:00,22.4,94,27.2,968.7,0,72,40
2016-06-01T09:00,23.6,92,31.3,969.9,0,81,156
2016-06-01T10:00,24,89,31.5,970.4,0,74,130
2016-06-01T11:00,24.6,80,30.6,970.3,0,69,120
2016-06-01T12:00,25.5,73,31.9,969.9,0,54,303
2016-06-01T13:00,26.1,70,31.7,969.1,0.2,67,396
2016-06-01T14:00,25.9,66,32.6,966.9,0.5,50,362
2016-06-01T15:00,26.5,62,32.4,966.1,0.1,57,373
2016-06-01T16:00,25.6,69,32,965.6,0,56,136
2016-06-01T17:00,24.9,75,30,965,0,41,98
2016-06-01T18:00,23.9,80,28.9,965.7,0,43,14
2016-06-01T19:00,22.9,86,29,966.5,0,40,0
2016-06-01T20:00,22.6,84,29.8,967.2,0,34,0
2016-06-01T21:00,22.3,84,27.2,967.3,0,42,0
2016-06-01T22:00,21.7,85,27.4,968.3,0,47,0
2016-06-01T23:00,21.1,86,26.5,968.6,0,59,0
2016-06-02T00:00,21.4,83,26.4,968.6,0,75,0
2016-06-02T01:00,22.2,77,25.6,968.2,0,72,0
2016-06-02T02:00,22.7,72,25.3,968,0,56,0
2016-06-02T03:00,22.6,71,25.7,967.6,0,64,0
2016-06-02T04:00,22.4,72,24.8,967.6,0.3,53,0
2016-06-02T05:00,22.1,72,24.8,968.3,0.1,75,0
2016-06-02T06:00,21.2,77,25,968.9,0,70,0
2016-06-02T07:00,21.2,85,25.9,969.3,0,72,54
2016-06-02T08:00,23.8,72,26.8,970.4,0,82,168
2016-06-02T09:00,25.2,62,28.7,971.4,0,58,309
2016-06-02T10:00,26.5,58,30.1,971.1,0,48,506
2016-06-02T11:00,27.3,57,31.3,970.6,0,55,524
2016-06-02T12:00,27.7,56,33.6,969.6,0,40,554
2016-06-02T13:00,28,55,33.5,968.3,0,36,550
2016-06-02T14:00,28.2,55,34.4,966.6,0,44,674
2016-06-02T15:00,27.9,56,32.6,965.8,0,37,474
2016-06-02T16:00,27.3,59,32.7,965.4,0,41,272
2016-06-02T17:00,26.3,69,31.7,965.8,0,38,122
2016-06-02T18:00,25.3,76,31.1,965.8,0,44,24
2016-06-02T19:00,24.9,76,30.9,966.3,0,30,0
2016-06-02T20:00,24.9,74,28.9,967.2,0,29,0
2016-06-02T21:00,24.5,75,27.6,967.8,0,43,0
2016-06-02T22:00,23.4,79,26.7,968.2,0,56,0
2016-06-02T23:00,23,79,26.2,968.3,0,76,0
2016-06-03T00:00,22.4,82,26.6,967.7,0.6,83,0
2016-06-03T01:00,22.4,82,25.1,966.9,0.6,88,0
2016-06-03T02:00,21.5,82,25.4,966.4,0,91,0
2016-06-03T03:00,21,84,25,966.1,0,82,0
2016-06-03T04:00,20.6,86,25,966.5,0,92,0
2016-06-03T05:00,20.5,86,25.8,967.4,0.5,74,0
2016-06-03T06:00,20.5,85,25.6,967.8,0.6,61,0
2016-06-03T07:00,21.3,88,25.9,968.5,0.2,43,36
2016-06-03T08:00,24.5,68,27.1,969.2,0,44,162
2016-06-03T09:00,25.8,61,30.3,970.5,0,49,282
2016-06-03T10:00,27,58,31.2,970.2,0,40,468
2016-06-03T11:00,27.8,57,32.9,969.6,0,37,630
2016-06-03T12:00,27.8,57,32.9,968.4,0,32,377
2016-06-03T13:00,28.7,54,34.6,967.1,0,25,612
2016-06-03T14:00,29.1,52,33.4,966.1,0,22,672
2016-06-03T15:00,27.2,62,29.2,966,0.4,66,368
2016-06-03T16:00,25.9,70,29.9,966,0,37,235
2016-06-03T17:00,25.2,74,29.2,965.5,0,36,73
2016-06-03T18:00,24.2,81,28.9,966.6,0,41,13
2016-06-03T19:00,23.7,86,29.4,967.5,0,45,0
2016-06-03T20:00,23.3,86,29.4,967.8,0,45,0
2016-06-03T21:00,24,79,29.1,968.3,0,45,0
2016-06-03T22:00,23.9,78,28.5,968.2,0,45,0
2016-06-03T23:00,23.6,78,27.3,968.2,0,42,0
2016-06-04T00:00,23.7,77,27.2,968.2,0.3,43,0
2016-06-04T01:00,23.4,78,27.2,967.4,0.2,47,0
2016-06-04T02:00,21.3,83,27.5,966.8,0,43,0
2016-06-04T03:00,21.1,82,25.9,966.7,0,48,0
2016-06-04T04:00,21.5,78,25.8,966.6,0,42,0
2016-06-04T05:00,20,84,25.3,967.1,0,36,0
2016-06-04T06:00,19.5,85,25,967.6,0,17,0
2016-06-04T07:00,20.6,88,25.7,968.7,0,18,56
2016-06-04T08:00,24,72,27.3,969.6,0,17,176
2016-06-04T09:00,26,62,30.9,970.4,0,11,393
2016-06-04T10:00,27.3,57,33.8,970,0,9,590
2016-06-04T11:00,28.2,54,34.3,969.4,0,9,697
2016-06-04T12:00,28.5,54,35.6,968.8,0,13,770
2016-06-04T13:00,28.5,55,35.3,967.6,0,20,735
2016-06-04T14:00,28.2,56,35.3,966.4,0,26,725
2016-06-04T15:00,27.9,58,34.2,965.5,0,29,584
2016-06-04T16:00,27.1,62,33.5,964.8,0,25,342
2016-06-04T17:00,26.1,69,32.4,965,0,26,159
2016-06-04T18:00,25.1,77,32,965.1,0,32,40
2016-06-04T19:00,24.3,80,32.2,966.3,0,27,0
2016-06-04T20:00,23.6,82,30.3,967.1,0,23,0
2016-06-04T21:00,22.6,84,28.8,967.8,0,15,0
2016-06-04T22:00,21.9,85,28.3,967.8,0,19,0
2016-06-04T23:00,21.3,86,27.7,968.1,0,24,0
2016-06-05T00:00,20.4,88,26.2,967.5,0,22,0
2016-06-05T01:00,19.9,89,24.6,967.1,0,24,0
2016-06-05T02:00,19.3,91,24.3,966.5,0,13,0
2016-06-05T03:00,18.8,91,24.1,966.1,0,7,0
2016-06-05T04:00,18.6,91,22.1,965.8,0,14,0
2016-06-05T05:00,18.4,90,23.8,965.9,0,18,0
2016-06-05T06:00,18.2,90,23.7,966.2,0,14,0
2016-06-05T07:00,20.1,91,26.1,967.8,0,18,71
2016-06-05T08:00,24.9,65,27.9,968.8,0,10,238
2016-06-05T09:00,26.1,60,31.7,969.7,0,14,395
2016-06-05T10:00,26.9,57,32.4,969.7,0,26,522
2016-06-05T11:00,28.2,53,33.8,969.4,0,17,722
2016-06-05T12:00,29,50,35.2,968.4,0,26,750
2016-06-05T13:00,29.5,48,35.5,967.3,0,20,802
2016-06-05T14:00,28.5,54,33.9,966.6,0,22,542
2016-06-05T15:00,28.1,57,33,965.4,0,23,456
2016-06-05T16:00,27.6,60,32.5,965.3,0,12,343
2016-06-05T17:00,26.3,69,31.7,965.3,0,25,155
2016-06-05T18:00,25.1,76,30.4,966,0,24,38
2016-06-05T19:00,24,83,30.1,967.6,0,35,0
2016-06-05T20:00,23.5,82,29.9,968.1,0,59,0
2016-06-05T21:00,23.1,82,27.7,968.6,0,69,0
2016-06-05T22:00,22.1,86,26.7,968.2,0,68,0
2016-06-05T23:00,21.3,87,26.8,968.8,0,52,0
2016-06-06T00:00,21.1,86,26.1,968.3,0,49,0
2016-06-06T01:00,20.9,86,25.3,967.9,0,41,0
2016-06-06T02:00,21.7,82,23.9,967.2,0,49,0
2016-06-06T03:00,23.1,72,23.4,966.7,0,37,0
2016-06-06T04:00,22.1,77,22.5,966.5,0,37,0
2016-06-06T05:00,22.5,74,24.9,967.8,0,78,0
2016-06-06T06:00,22.9,72,25,968,0,84,0
2016-06-06T07:00,22.5,79,26.2,968.7,0,77,24
2016-06-06T08:00,24.5,74,27.4,969.8,0,66,163
2016-06-06T09:00,25.8,66,30.7,970.1,0,77,329
2016-06-06T10:00,26.4,64,31.1,970.5,0,70,277
2016-06-06T11:00,27.5,62,32.9,970.1,0,46,509
2016-06-06T12:00,27.4,64,34.3,969.7,0,39,520
2016-06-06T13:00,27.7,62,34.3,968.8,0.2,62,617
2016-06-06T14:00,27.1,63,33,967.7,0,46,494
2016-06-06T15:00,26.6,65,32.2,967.2,1.6,35,347
2016-06-06T16:00,26.5,66,33.1,966.6,0,27,236
2016-06-06T17:00,25.8,72,32.1,966.2,0,31,152
2016-06-06T18:00,24.9,79,30.8,966,0,31,29
2016-06-06T19:00,24.4,82,30.9,966.8,0,38,0
2016-06-06T20:00,24.2,81,30.4,967.8,0,38,0
2016-06-06T21:00,23.6,82,28.7,968.4,0,42,0
2016-06-06T22:00,22.3,86,28.3,968.6,0,41,0
2016-06-06T23:00,21.5,88,26.8,969,0,38,0
2016-06-07T00:00,20.6,89,25.9,968.7,0.6,48,0
2016-06-07T01:00,20.6,87,25.9,968.3,0.5,44,0
2016-06-07T02:00,22.2,75,25.1,968,0,45,0
2016-06-07T03:00,21.3,78,24.7,967.7,0,47,0
2016-06-07T04:00,21,77,23.6,967.5,0,53,0
2016-06-07T05:00,21.3,74,23.7,967.1,0,48,0
2016-06-07T06:00,20.8,76,23.9,967.9,0,89,0
2016-06-07T07:00,20.9,85,25.4,969.7,0,77,46
2016-06-07T08:00,24.6,67,27.1,970.7,0,81,189
2016-06-07T09:00,26.3,58,31,971.9,0.1,77,409
2016-06-07T10:00,26.7,60,31.5,971.9,0.2,62,414
2016-06-07T11:00,27.5,60,33,971.3,0.8,46,503
2016-06-07T12:00,27,64,32.5,970.4,2.7,54,448
2016-06-07T13:00,24.4,77,29.8,968.5,5.3,41,337
2016-06-07T14:00,26.7,61,29.2,968.2,0,48,311
2016-06-07T15:00,26.2,65,26.5,966.5,0.7,42,273
2016-06-07T16:00,25.6,69,26.2,965.7,0,36,168
2016-06-07T17:00,24.8,75,28.4,965.8,0,29,86
2016-06-07T18:00,23.9,81,27.4,967.2,0,35,27
2016-06-07T19:00,23.4,85,27.9,968.6,0,35,0
2016-06-07T20:00,22.6,88,28.6,969.8,0,36,0
2016-06-07T21:00,22,88,27.8,969.9,0,33,0
2016-06-07T22:00,23.6,78,27,970.2,0,36,0
2016-06-07T23:00,23.3,79,27.4,970.5,0,43,0
2016-06-08T00:00,23.1,78,26.7,970.3,0,51,0
2016-06-08T01:00,22.2,81,26.7,969.9,0,55,0
2016-06-08T02:00,22.9,77,26.2,969.4,0,64,0
2016-06-08T03:00,22.2,79,25.3,968.8,0,60,0
2016-06-08T04:00,21.7,80,25,968.8,0,63,0
2016-06-08T05:00,21,83,25.7,969.1,0,51,0
2016-06-08T06:00,21.6,78,25.5,969.8,0,46,0
2016-06-08T07:00,22.4,77,26.5,970.8,0,46,37
2016-06-08T08:00,23.4,74,26.7,971.6,0.2,40,78
2016-06-08T09:00,24.3,70,29.9,972.7,1.3,72,120
2016-06-08T10:00,25,68,30.4,972.2,1.2,64,114
2016-06-08T11:00,25,70,30.3,971.5,0.8,49,102
2016-06-08T12:00,25.6,68,32,970.8,0.4,41,197
2016-06-08T13:00,26.2,65,32.1,969.9,0.3,32,226
2016-06-08T14:00,28.1,58,34,969,0,34,577
2016-06-08T15:00,27.2,61,32.6,967.8,0,34,376
2016-06-08T16:00,26.3,67,32.1,967.2,0.7,34,172
2016-06-08T17:00,25.5,73,31.9,967,0,23,161
2016-06-08T18:00,24.3,85,31.9,967.7,0,32,39
2016-06-08T19:00,23.5,85,31.5,968,0,37,0
2016-06-08T20:00,24.1,79,31.9,969.2,0,37,0
2016-06-08T21:00,23.7,79,29.5,970,0,36,0
2016-06-08T22:00,22.2,84,28.9,969.9,0,35,0
2016-06-08T23:00,21,87,28.4,970.4,0,38,0
2016-06-09T00:00,20.4,86,26.5,969.9,1,45,0
2016-06-09T01:00,19,92,25.1,969.6,2.3,47,0
2016-06-09T02:00,19.3,87,24.6,969.1,0,48,0
2016-06-09T03:00,18.8,85,24.5,969,0,57,0
2016-06-09T04:00,18.8,82,23.4,969,1,66,0
2016-06-09T05:00,18.7,81,24.3,969.9,0.6,62,0
2016-06-09T06:00,18.7,79,24.2,970.4,0,66,0
2016-06-09T07:00,19.5,89,24.6,971.2,0,65,53
2016-06-09T08:00,23.5,71,25.6,972.1,0.4,47,139
2016-06-09T09:00,24.2,65,29.2,972.9,0.3,41,249
2016-06-09T10:00,25.5,59,29.6,972.7,0.2,41,367
2016-06-09T11:00,26,57,29.8,971.9,0.1,50,369
2016-06-09T12:00,26.7,55,30,970.9,0.1,34,372
2016-06-09T13:00,27.4,53,30.8,969.9,0,34,411
2016-06-09T14:00,27.8,55,30.3,968.5,0.9,32,518
2016-06-09T15:00,27.5,57,30.4,967,0.8,33,477
2016-06-09T16:00,26.3,65,30.1,967.1,0,38,171
2016-06-09T17:00,25.7,71,30.1,967.4,0,29,123
2016-06-09T18:00,24.6,78,29.8,967.2,0,39,29
2016-06-09T19:00,24.3,80,28.4,968.8,0,54,0
2016-06-09T20:00,24.3,77,29.3,969.6,0,41,0
2016-06-09T21:00,23.8,79,29.6,970.4,0,49,0
2016-06-09T22:00,22,86,28.1,971,0,50,0
2016-06-09T23:00,21.3,87,27.6,971.1,0,69,0
2016-06-10T00:00,20.9,86,27.4,970.9,0,70,0
2016-06-10T01:00,21.1,83,26.8,970,0,39,0
2016-06-10T02:00,22.2,77,26.5,969.4,0,38,0
2016-06-10T03:00,22.2,76,25.1,968.9,0,41,0
2016-06-10T04:00,21.7,77,24.5,969.2,0,53,0
2016-06-10T05:00,20.9,79,24,969.3,0,41,0
2016-06-10T06:00,21.1,77,25,970,0,58,0
2016-06-10T07:00,20.9,82,25,971.4,0.2,74,15
2016-06-10T08:00,21.8,79,24.9,972.7,0.2,100,54
2016-06-10T09:00,23.3,71,27.3,973.5,0,100,169
2016-06-10T10:00,24.9,61,27.9,973.8,0,100,273
2016-06-10T11:00,25.8,58,29.4,973.5,0,94,351
2016-06-10T12:00,26.5,57,30.6,972.6,0,92,364
2016-06-10T13:00,27.2,56,30.1,971.4,0.4,89,487
2016-06-10T14:00,26.2,65,30.1,969.7,0.1,72,418
2016-06-10T15:00,26.3,64,29.5,968.8,0,67,429
2016-06-10T16:00,26,65,29.2,968.4,0,33,304
2016-06-10T17:00,25.3,69,30.2,968.1,0,35,119
2016-06-10T18:00,24.2,77,29,968.6,0,36,34
2016-06-10T19:00,23.1,84,28.5,970.5,0,37,0
2016-06-10T20:00,22.8,86,29.6,971.7,0,62,0
2016-06-10T21:00,22.2,88,28.2,972.5,0.5,58,0
2016-06-10T22:00,22.5,83,28.1,972.9,2,87,0
2016-06-10T23:00,21,94,26.6,973,2.2,100,0
2016-06-11T00:00,20.9,94,26.3,972.9,2.5,97,0
2016-06-11T01:00,20.8,94,25,972.1,1.5,79,0
2016-06-11T02:00,19.1,98,23.8,971.3,0.3,79,0
2016-06-11T03:00,18.5,99,22.4,971.2,0.2,61,0
2016-06-11T04:00,18.5,99,22.4,971.2,0,50,0
2016-06-11T05:00,18.4,98,24.5,972,0,100,0
2016-06-11T06:00,19.9,88,24.2,971.9,0,67,0
2016-06-11T07:00,20.9,86,26.4,972.9,0,31,41
2016-06-11T08:00,22.3,79,26.8,973.7,0,41,104
2016-06-11T09:00,23.6,71,29,974.7,0,54,249
2016-06-11T10:00,24.5,67,29.5,974.7,0.1,70,397
2016-06-11T11:00,25,65,31,974.4,0,70,396
2016-06-11T12:00,24.7,67,31.3,973.7,0,71,247
2016-06-11T13:00,25.3,65,31.5,972.7,0,61,264
2016-06-11T14:00,26,60,32.5,970.5,0,49,418
2016-06-11T15:00,26.3,58,31.7,970.2,0,23,412
2016-06-11T16:00,25.7,62,31.7,969.3,0,23,265
2016-06-11T17:00,24.6,71,30.3,969,0,19,131
2016-06-11T18:00,23.6,80,29.2,969.2,0,23,40
2016-06-11T19:00,22.6,84,29.1,970.5,0,24,0
2016-06-11T20:00,21.8,87,28.2,971.5,0,29,0
2016-06-11T21:00,21.4,87,26.8,972.3,0,33,0
2016-06-11T22:00,21.3,87,25.9,972.8,0,39,0
2016-06-11T23:00,21.5,85,25.2,973,0,46,0
2016-06-12T00:00,21.2,86,24.6,972.6,0,47,0
2016-06-12T01:00,21.6,82,24.3,972.2,0,51,0
2016-06-12T02:00,22.3,75,24.2,971.6,0,44,0
2016-06-12T03:00,22.1,75,24,971.4,0,50,0
2016-06-12T04:00,21.7,77,23.4,971.7,0,45,0
2016-06-12T05:00,21.1,80,25.2,971.8,0,62,0
2016-06-12T06:00,21.1,79,24.7,972.4,0,56,0
2016-06-12T07:00,21.3,79,26,973.5,0,71,30
2016-06-12T08:00,22.4,78,26,974.3,0,70,102
2016-06-12T09:00,23.8,71,29.4,975,0.1,80,228
2016-06-12T10:00,24.6,68,29.2,974.4,0,100,234
2016-06-12T11:00,25.2,67,29.5,973.6,0.1,100,255
2016-06-12T12:00,26.1,62,30.8,973.2,0,92,320
2016-06-12T13:00,25.7,66,30.5,972.3,0,76,266
2016-06-12T14:00,25.5,71,30.7,971.6,0.8,65,273
2016-06-12T15:00,25.3,71,30,970.6,0.4,61,222
2016-06-12T16:00,24.7,74,29.8,970.1,0.2,50,125
2016-06-12T17:00,23.8,80,29.3,969.5,0,46,88
2016-06-12T18:00,22.9,86,29.1,970,0,32,12
2016-06-12T19:00,22.1,91,28,971.6,0,42,0
2016-06-12T20:00,21.5,92,27.7,972.7,0,80,0
2016-06-12T21:00,21.4,91,27.5,973.3,0,88,0
2016-06-12T22:00,21.2,91,27.2,973.4,0,98,0
2016-06-12T23:00,21,91,26.8,973.5,0,98,0
2016-06-13T00:00,20.3,92,25.4,972.7,0,94,0
2016-06-13T01:00,20.4,89,24.4,971.8,0,89,0
2016-06-13T02:00,21,87,24.3,971.2,0,85,0
2016-06-13T03:00,21,86,24.7,971.4,0,78,0
2016-06-13T04:00,21,86,24.5,972,0.3,100,0
2016-06-13T05:00,20.6,86,25.4,972.7,0.5,100,0
2016-06-13T06:00,19.5,92,25.1,972.8,0.5,100,0
2016-06-13T07:00,20,94,24.8,972.9,0.5,97,9
2016-06-13T08:00,21.5,93,24.6,973.8,0.4,100,28
2016-06-13T09:00,20.6,97,26.7,974.1,0.3,100,33
2016-06-13T10:00,20.8,92,26.7,974.3,0.4,100,37
2016-06-13T11:00,23.3,79,26.3,973.8,0.9,100,82
2016-06-13T12:00,23.6,84,26.9,973.2,0.7,100,121
2016-06-13T13:00,22.1,87,26.6,972.7,0.6,100,129
2016-06-13T14:00,21.2,95,27.1,971.7,1,100,29
2016-06-13T15:00,21.6,95,27.6,970.9,0.3,100,67
2016-06-13T16:00,21.6,92,26.7,970.4,0.2,100,81
2016-06-13T17:00,21.3,95,26.1,969.9,0,100,56
2016-06-13T18:00,21.2,93,26.2,970.7,0,100,3
2016-06-13T19:00,21,93,26.4,971.2,0,90,0
2016-06-13T20:00,21.3,89,26.2,971.9,0,81,0
2016-06-13T21:00,21.1,90,26,972.6,0.3,88,0
2016-06-13T22:00,20.1,94,25.8,972.3,0.7,100,0
2016-06-13T23:00,20.3,93,25.7,972.2,0.2,100,0
2016-06-14T00:00,18.9,99,24.8,971.9,0.4,100,0
2016-06-14T01:00,18.7,99,23.4,970.8,0.3,93,0
2016-06-14T02:00,19.8,93,23.7,970.3,0,89,0
2016-06-14T03:00,20.4,87,23.4,970.1,0.2,99,0
2016-06-14T04:00,20.4,86,23.8,970.2,0.2,92,0
2016-06-14T05:00,20.4,85,24.1,971.1,0.4,100,0
2016-06-14T06:00,20.5,85,24.3,971.4,0.7,100,0
2016-06-14T07:00,20.4,85,24.1,972.2,1.4,100,1
2016-06-14T08:00,20,90,24.5,972.5,1.3,100,0
2016-06-14T09:00,21,95,26.3,973,0.8,100,3
2016-06-14T10:00,20.5,99,26.1,973.2,0.3,100,8
2016-06-14T11:00,20.5,99,26.5,973,0.6,100,47
2016-06-14T12:00,28.5,61,28.1,973,0.6,85,174
2016-06-14T13:00,24,81,28.2,972,0.6,82,46
2016-06-14T14:00,22.1,89,29.2,971.4,0.2,87,111
2016-06-14T15:00,22.4,85,28.7,970.7,0,92,140
2016-06-14T16:00,22.7,82,29.4,970.8,0,100,137
2016-06-14T17:00,22.1,89,27.8,970.4,0,100,19
2016-06-14T18:00,21.7,90,27.5,971.3,0.3,100,10
2016-06-14T19:00,21.2,90,27.6,972,0.5,100,0
2016-06-14T20:00,20.9,91,27.5,972.5,0.4,100,0
2016-06-14T21:00,21.8,84,27.3,972.9,0.6,100,0
2016-06-14T22:00,21.7,84,26.6,973.7,0.8,100,0
