time,temperature_2m (°C),relativehumidity_2m (%),apparent_temperature (°C),surface_pressure (hPa),precipitation (mm),cloudcover (%),direct_radiation (W/m²)
2016-02-27T22:00,24.3,73,29.4,965.9,0,65,0
2016-02-27T23:00,24,74,29.4,965.7,0,62,0
2016-02-28T00:00,23.8,75,28.6,965.4,0,53,0
2016-02-28T01:00,23.2,77,27.7,964.6,0,50,0
2016-02-28T02:00,23.2,79,27.5,964,0,66,0
2016-02-28T03:00,22.9,80,26.6,963.8,0,73,0
2016-02-28T04:00,22.5,82,26.8,964.3,0,61,0
2016-02-28T05:00,22.3,82,27.4,964.7,0,80,0
2016-02-28T06:00,22,83,27.2,965.3,0,54,0
2016-02-28T07:00,22.4,84,26.9,966,0,50,23
2016-02-28T08:00,25.4,73,29.4,967.2,0,41,115
2016-02-28T09:00,27.3,62,32.9,968.4,0,42,301
2016-02-28T10:00,29.7,48,34.4,968.6,0,40,566
2016-02-28T11:00,31,43,36.3,968.1,0,34,717
2016-02-28T12:00,32.1,39,37.7,967.1,0,39,748
2016-02-28T13:00,32.5,38,37.4,965.5,0,38,728
2016-02-28T14:00,33,36,37.7,963.9,0,56,759
2016-02-28T15:00,32.8,36,36.4,963.1,0,59,599
2016-02-28T16:00,32.1,38,35.7,962.8,0,41,348
2016-02-28T17:00,31.1,48,35,963.2,0,29,195
2016-02-28T18:00,29.5,47,33.5,963.2,0,34,62
2016-02-28T19:00,27.8,49,32,964.4,0,36,0
2016-02-28T20:00,26.3,54,30.5,965.1,0,34,0
2016-02-28T21:00,25.5,56,29.9,966,0,38,0
2016-02-28T22:00,24.9,58,29.6,966.5,0,38,0
2016-02-28T23:00,24.5,60,28.6,966,0,38,0
2016-02-29T00:00,24,61,27.3,965.5,0,38,0
2016-02-29T01:00,23.6,62,26.5,965.2,0,36,0
2016-02-29T02:00,22.9,66,26.3,964.7,0,34,0
2016-02-29T03:00,22,69,24.8,964.6,0,36,0
2016-02-29T04:00,21.6,70,24.1,964.6,0,43,0
2016-02-29T05:00,21.2,72,24.3,965,0,50,0
2016-02-29T06:00,21.1,72,24.6,965,0,50,0
2016-02-29T07:00,21.3,78,25.4,966,0,39,16
2016-02-29T08:00,26.9,56,28.1,967,0,37,88
2016-02-29T09:00,30.1,39,33.3,968.6,0,48,338
2016-02-29T10:00,31.1,38,35.9,969,0,57,485
2016-02-29T11:00,31.7,37,36.7,968.2,0,51,534
2016-02-29T12:00,32.6,35,38.5,967.4,0,42,728
2016-02-29T13:00,33,35,38.4,966,0,32,597
2016-02-29T14:00,33,36,37.9,964.5,0,30,488
2016-02-29T15:00,33.1,36,36.7,963.2,0,33,360
2016-02-29T16:00,32.4,38,35.6,962.2,0,33,164
2016-02-29T17:00,31.7,42,36.3,962.8,0,30,106
2016-02-29T18:00,30.2,45,35,963.5,0,33,17
2016-02-29T19:00,28.3,48,33.5,964.3,0,35,0
2016-02-29T20:00,27,51,32.6,965.1,0,46,0
2016-02-29T21:00,26.1,54,30.6,966,0,60,0
2016-02-29T22:00,25.7,56,29.9,966.7,0,71,0
2016-02-29T23:00,25.4,57,29.8,967.3,0,76,0
2016-03-01T00:00,25.1,59,29.7,967.3,0,71,0
2016-03-01T01:00,24.9,62,29.3,966.8,0,74,0
2016-03-01T02:00,24.2,74,29.1,966.5,0,95,0
2016-03-01T03:00,24.5,72,27.8,966.1,0,97,0
2016-03-01T04:00,26,59,27.4,965.9,0,100,0
2016-03-01T05:00,26.1,59,29.7,965.7,0,99,0
2016-03-01T06:00,26,60,29.9,966.2,0,61,0
2016-03-01T07:00,25.9,60,30.2,967.2,0,64,1
2016-03-01T08:00,26.8,58,30.4,968.6,0,62,45
2016-03-01T09:00,28.4,52,31.5,969.3,0,86,154
2016-03-01T10:00,29.4,49,33,969.3,0,80,237
2016-03-01T11:00,30.3,47,34.1,968.6,0,74,347
2016-03-01T12:00,31.2,45,35.6,967.1,0,55,376
2016-03-01T13:00,31.1,46,35.3,965.7,0,56,378
2016-03-01T14:00,31.1,48,36.2,964.5,0,41,568
2016-03-01T15:00,30.8,50,35.9,963.8,0,42,376
2016-03-01T16:00,30.7,50,35.2,963.7,0,46,292
2016-03-01T17:00,29.6,54,35.3,963.9,0,88,105
2016-03-01T18:00,28,72,34.7,964.3,0,75,26
2016-03-01T19:00,27.3,70,34.4,965.7,0,71,0
2016-03-01T20:00,26.8,64,33.5,966.1,0,74,0
2016-03-01T21:00,25.8,70,31.7,967.2,0,63,0
2016-03-01T22:00,26.3,64,30.5,967.6,0,78,0
2016-03-01T23:00,26,68,30,967.5,0,84,0
2016-03-02T00:00,25.5,72,29.2,967.5,0,91,0
2016-03-02T01:00,24.7,76,28.1,966.6,0,78,0
2016-03-02T02:00,23.9,84,28.4,966,0,82,0
2016-03-02T03:00,24,83,28.5,965.7,0,79,0
2016-03-02T04:00,23.9,84,26.8,965.8,0,77,0
2016-03-02T05:00,23.1,88,28.5,966.4,0.2,69,0
2016-03-02T06:00,23,89,28.4,967.6,0.1,82,0
2016-03-02T07:00,22.8,92,28.5,968.6,0,100,17
2016-03-02T08:00,23.9,91,29.5,969.3,0,100,95
2016-03-02T09:00,25.4,80,31.8,970.2,0,77,219
2016-03-02T10:00,27.2,70,33,970.3,0,87,351
2016-03-02T11:00,28.8,61,35.7,969.5,0,70,482
2016-03-02T12:00,30.3,54,37.3,968.5,0,58,551
2016-03-02T13:00,31,51,37.5,966.5,0,50,603
2016-03-02T14:00,30.5,54,36.4,965.1,0,49,493
2016-03-02T15:00,30.2,53,35.4,963.8,0,54,405
2016-03-02T16:00,29.4,56,36,963.6,0,48,224
2016-03-02T17:00,28.3,59,33.2,963.4,0,61,88
2016-03-02T18:00,27.5,70,32.6,963.6,0,58,26
2016-03-02T19:00,26.5,67,31.1,964.2,0,64,0
2016-03-02T20:00,25.6,74,30.7,965.3,0.1,67,0
2016-03-02T21:00,25.1,77,31.4,966.4,0.2,95,0
2016-03-02T22:00,24.3,80,31.1,966.8,0.4,100,0
2016-03-02T23:00,23.4,86,29.8,966.9,0.5,91,0
2016-03-03T00:00,23,88,28.7,966.7,0.3,89,0
2016-03-03T01:00,21.8,97,28.1,966.1,0.2,77,0
2016-03-03T02:00,21.6,99,30.1,966,0,83,0
2016-03-03T03:00,21.3,99,27.8,965.2,0,84,0
2016-03-03T04:00,21.2,98,28,965.1,0,73,0
2016-03-03T05:00,24.1,75,27.3,964.6,0,74,0
2016-03-03T06:00,24.1,75,27.6,965.8,0,75,0
2016-03-03T07:00,24,77,28.2,967.1,0,76,19
2016-03-03T08:00,24.7,81,28.1,968.2,0,77,87
2016-03-03T09:00,26.5,65,31,969.1,0,82,229
2016-03-03T10:00,28.5,57,32,969,0,81,409
2016-03-03T11:00,29.8,52,35.3,968.3,0,59,641
2016-03-03T12:00,30.2,49,36.7,967,0,44,649
2016-03-03T13:00,31.1,46,36.6,964.9,0,33,665
2016-03-03T14:00,31.6,46,36.7,963.5,0,32,701
2016-03-03T15:00,31.1,47,35.2,962.5,0,31,410
2016-03-03T16:00,30.4,50,34.4,962.1,0,48,320
2016-03-03T17:00,29.4,53,34.3,962.8,0,50,165
2016-03-03T18:00,28.1,63,33.5,963,0.3,48,42
2016-03-03T19:00,26.6,66,32.1,964.2,0.2,59,0
2016-03-03T20:00,25.6,73,31.3,965.1,0.1,72,0
2016-03-03T21:00,25.3,75,30.2,965.8,0.2,76,0
2016-03-03T22:00,25.7,72,31.2,966.5,0.1,73,0
2016-03-03T23:00,24.8,78,30.6,966.5,0.1,84,0
2016-03-04T00:00,23.8,83,28.6,966,0.2,88,0
2016-03-04T01:00,23.3,85,27.3,965.2,0.2,84,0
2016-03-04T02:00,24.6,73,26.5,964.6,0,76,0
2016-03-04T03:00,24.3,74,28.9,964.5,0,75,0
2016-03-04T04:00,23.1,80,25.3,964.2,0,76,0
2016-03-04T05:00,22.7,81,26.7,964.3,0,67,0
2016-03-04T06:00,22.5,82,26.5,964.5,0,52,0
2016-03-04T07:00,23.1,81,29.9,965.9,0,37,27
2016-03-04T08:00,26.3,63,31.1,967.3,0,44,126
2016-03-04T09:00,28.3,56,32.6,968.3,0,35,374
2016-03-04T10:00,29.6,52,34.1,968.6,0,43,524
2016-03-04T11:00,30.9,48,36.7,967.7,0,23,749
2016-03-04T12:00,31.6,45,36.7,966.4,0,11,718
2016-03-04T13:00,32.6,42,37.5,964.7,0,6,786
2016-03-04T14:00,31.8,43,37.1,963.2,0.1,12,578
2016-03-04T15:00,32.5,41,35.9,962.2,0,21,542
2016-03-04T16:00,31.9,43,34.9,961.5,0,27,345
2016-03-04T17:00,30.9,48,34.2,962.1,0,44,143
2016-03-04T18:00,29.2,53,33,963.8,0,62,33
2016-03-04T19:00,27.1,63,32,964.5,0.1,57,0
2016-03-04T20:00,26.3,68,32.7,965.4,0,75,0
2016-03-04T21:00,25.9,67,31.9,965.8,0,77,0
2016-03-04T22:00,25.3,71,31,966.1,0,67,0
2016-03-04T23:00,25.1,73,30.1,966.4,0,65,0
2016-03-05T00:00,24.9,74,29.2,966.3,0,65,0
2016-03-05T01:00,24.3,76,28.4,965.7,0,57,0
2016-03-05T02:00,24.3,76,28.2,965.1,0,76,0
2016-03-05T03:00,24.4,74,26.3,964.5,0,56,0
2016-03-05T04:00,25.8,66,26,964.6,0,56,0
2016-03-05T05:00,25.5,67,28.1,964.8,0,52,0
2016-03-05T06:00,25.2,68,28.4,965.8,0,46,0
2016-03-05T07:00,24.1,78,29.9,967.1,0,37,16
2016-03-05T08:00,27,60,31.2,967.7,0,38,133
2016-03-05T09:00,28.7,55,33.1,968.5,0,38,296
2016-03-05T10:00,30.2,50,34.7,968.4,0,32,454
2016-03-05T11:00,31.4,46,36.4,967.7,0,38,629
2016-03-05T12:00,32.4,43,38.9,966.7,0,31,702
2016-03-05T13:00,33,41,39.5,965.4,0,29,741
2016-03-05T14:00,32.4,43,38.2,963.5,0.3,26,723
2016-03-05T15:00,32.5,43,37.1,962.8,0,37,540
2016-03-05T16:00,32.2,44,36.6,962.7,0,33,389
2016-03-05T17:00,31.1,47,35.4,962.9,0,41,178
2016-03-05T18:00,29.5,61,35.4,963.1,0,35,47
2016-03-05T19:00,29.7,52,34.7,964.1,0,38,0
2016-03-05T20:00,29.9,49,35.4,964.5,0,35,0
2016-03-05T21:00,28.3,59,33.5,965.2,0,39,0
2016-03-05T22:00,26.2,65,31.7,965.6,0,37,0
2016-03-05T23:00,24.9,69,30.7,965.5,0,35,0
2016-03-06T00:00,23.8,73,28.8,965.4,0,36,0
2016-03-06T01:00,23.1,76,28.6,964.9,0,36,0
2016-03-06T02:00,22.8,78,27.5,964.6,0,35,0
2016-03-06T03:00,22,81,25.3,964,0,41,0
2016-03-06T04:00,21.8,82,24.1,964.3,0,41,0
2016-03-06T05:00,21.7,82,26.4,964.7,0,53,0
2016-03-06T06:00,21.5,83,26.2,965.9,0,56,0
2016-03-06T07:00,22.7,82,28.3,967.3,0,63,29
2016-03-06T08:00,27.7,57,31,968.5,0,65,150
2016-03-06T09:00,29,52,34.3,969.5,0,59,247
2016-03-06T10:00,30.4,48,36.2,969.5,0,56,528
2016-03-06T11:00,31.4,45,38.1,968.6,0,50,668
2016-03-06T12:00,32.3,42,39.9,967.6,0,32,736
2016-03-06T13:00,33.3,39,40.2,965.8,0,37,864
2016-03-06T14:00,32.7,42,38.6,964.9,0,40,582
2016-03-06T15:00,32.6,42,38.8,963.7,0,40,617
2016-03-06T16:00,32.2,43,37.2,962.9,0,38,392
2016-03-06T17:00,31.3,46,35.8,962.7,0,43,185
2016-03-06T18:00,29.8,50,34.4,963.4,0,38,40
2016-03-06T19:00,28.2,53,33.5,964.3,0,39,0
2016-03-06T20:00,27.1,57,32.9,964.5,0,46,0
2016-03-06T21:00,26.4,59,31.3,965.6,0,55,0
2016-03-06T22:00,25.9,61,29.5,966.1,0,72,0
2016-03-06T23:00,25.4,63,29,966.6,0,66,0
2016-03-07T00:00,24.9,65,28.3,966.2,0,71,0
2016-03-07T01:00,24.6,66,27.7,965.8,0,68,0
2016-03-07T02:00,24.1,68,27.1,965.2,0,53,0
2016-03-07T03:00,23.7,69,26.3,964.6,0,54,0
2016-03-07T04:00,23.5,70,26.5,964.5,0,53,0
2016-03-07T05:00,23.4,71,28.1,965.1,0,56,0
2016-03-07T06:00,23,74,28.1,965.8,0,59,0
2016-03-07T07:00,23.4,76,28.2,967.4,0,57,1
2016-03-07T08:00,26.7,63,29.9,968.6,0,68,37
2016-03-07T09:00,28.1,54,33.6,969.7,0,66,77
2016-03-07T10:00,28.7,52,34.5,969.2,0,44,196
2016-03-07T11:00,30.5,47,36.7,968.5,0,44,515
2016-03-07T12:00,32,43,38.7,967.7,0,42,661
2016-03-07T13:00,32.9,40,37.9,966.4,0,38,703
2016-03-07T14:00,31.6,43,36.4,965,0.1,35,387
2016-03-07T15:00,32.1,42,36.5,964.1,0,35,441
2016-03-07T16:00,31.9,43,35.4,963.7,0,46,236
2016-03-07T17:00,30.8,46,35.4,964.5,0,44,105
2016-03-07T18:00,29.3,55,34.5,964.7,0,43,16
2016-03-07T19:00,28,63,34.3,965.2,0,45,0
2016-03-07T20:00,29.4,49,34.5,966.1,0,40,0
2016-03-07T21:00,28.2,57,32,966.4,0,35,0
2016-03-07T22:00,26.5,63,31.4,966.6,0,50,0
2016-03-07T23:00,25.4,70,30.8,966.8,0,42,0
2016-03-08T00:00,25.4,70,30.2,966.3,0,39,0
2016-03-08T01:00,24.8,70,29.1,965.9,0,46,0
2016-03-08T02:00,23,73,28.8,965.5,0,50,0
2016-03-08T03:00,22.9,74,26.8,965.3,0,50,0
2016-03-08T04:00,22.6,75,26.4,965.1,0,52,0
2016-03-08T05:00,22.5,77,28.6,964.9,0,61,0
2016-03-08T06:00,22.4,78,29.5,966,0,44,0
2016-03-08T07:00,22.9,81,29.7,967.3,0,56,4
2016-03-08T08:00,25.8,68,29.8,968.7,0,53,17
2016-03-08T09:00,27.5,58,31.9,969.6,0,44,105
2016-03-08T10:00,28.7,53,33.3,969.7,0,43,266
2016-03-08T11:00,29.8,49,35.3,968.9,0,50,482
2016-03-08T12:00,31.4,44,36.5,967.8,0,47,672
2016-03-08T13:00,31.7,42,36.6,966.9,0,42,592
2016-03-08T14:00,30.8,47,35.5,965.3,0.1,49,493
2016-03-08T15:00,31.2,45,35.2,964.3,0,43,414
2016-03-08T16:00,31,46,34.8,963.6,0,41,324
2016-03-08T17:00,30.1,48,33.4,963.9,0,67,112
2016-03-08T18:00,28.7,54,33,964.8,0,62,19
2016-03-08T19:00,27.4,62,32.7,965.2,0,51,0
2016-03-08T20:00,26.5,69,33.1,966.3,0,52,0
2016-03-08T21:00,26.7,66,32.5,967.1,0,56,0
2016-03-08T22:00,25.7,71,30.9,967.2,0,54,0
2016-03-08T23:00,24.8,73,30.4,967.3,0,52,0
2016-03-09T00:00,24.2,75,30.3,966.8,0,60,0
2016-03-09T01:00,23.7,79,29.9,966.2,0,49,0
2016-03-09T02:00,23.3,77,29.8,965.6,0,62,0
2016-03-09T03:00,22.9,79,28.4,965.6,0,62,0
2016-03-09T04:00,22.6,79,28,965.4,0,58,0
2016-03-09T05:00,22.3,79,28,965.3,0,56,0
2016-03-09T06:00,22.1,80,28,966,0,54,0
2016-03-09T07:00,23.2,80,28.6,966.9,0,55,19
2016-03-09T08:00,26.6,65,30.1,968,0,49,89
2016-03-09T09:00,28.7,53,31.8,968.5,0,43,272
2016-03-09T10:00,29.9,49,34.5,968.5,0,42,396
2016-03-09T11:00,30.7,46,35.6,967.7,0,35,496
2016-03-09T12:00,31.9,42,37.9,966.8,0,31,600
2016-03-09T13:00,32.2,40,37.3,965.8,0,32,513
2016-03-09T14:00,32.5,39,37.1,964.8,0,30,498
2016-03-09T15:00,32.3,40,35.5,963.6,0,29,386
2016-03-09T16:00,31.9,42,34.8,962.8,0,44,276
2016-03-09T17:00,31,46,33.8,963.4,0,38,127
2016-03-09T18:00,29.7,53,33.6,963.5,0,42,28
2016-03-09T19:00,28.1,58,33.8,964.8,0,37,0
2016-03-09T20:00,27.2,59,31.8,965,0,32,0
2016-03-09T21:00,25.7,62,30,966.1,0,39,0
2016-03-09T22:00,24.7,66,29,966.8,0,42,0
2016-03-09T23:00,24.4,67,29.3,966.9,0,38,0
2016-03-10T00:00,24,67,27.7,966.5,0,36,0
2016-03-10T01:00,23.5,69,26.5,965.5,0,32,0
2016-03-10T02:00,23.3,69,25.6,964.6,0,22,0
2016-03-10T03:00,22.5,73,24.4,964.3,0,15,0
2016-03-10T04:00,21.9,75,24.4,964.4,0,15,0
2016-03-10T05:00,21.4,77,25.2,965.3,0,23,0
2016-03-10T06:00,21.1,78,25.4,965.9,0,36,0
2016-03-10T07:00,22.4,78,26.3,967.7,0,40,44
2016-03-10T08:00,28.1,53,30.3,968.5,0,40,211
2016-03-10T09:00,29.7,48,34,969.4,0,34,433
2016-03-10T10:00,30.7,45,35.7,969.4,0,34,577
2016-03-10T11:00,31.4,42,35.6,968.8,0,23,550
2016-03-10T12:00,32.3,39,37.8,967.9,0,26,696
2016-03-10T13:00,32.7,38,37.2,966.2,0,14,632
2016-03-10T14:00,32.6,40,37.9,965.2,0,7,696
2016-03-10T15:00,32.7,39,37,964.2,0,16,570
2016-03-10T16:00,32.3,40,36,963.5,0,33,397
2016-03-10T17:00,31.2,43,32.6,963,0,29,200
2016-03-10T18:00,29.5,50,31.6,963.7,0,32,51
2016-03-10T19:00,28,52,30.8,964.4,0,28,0
2016-03-10T20:00,27.1,55,30.4,964.9,0,19,0
2016-03-10T21:00,26.6,57,30.2,966.2,0,40,0
2016-03-10T22:00,26.4,58,29.4,966.8,0,42,0
2016-03-10T23:00,26.2,59,29.6,967.1,0,32,0
2016-03-11T00:00,25.7,61,29.1,966.9,0,28,0
2016-03-11T01:00,25.3,63,28.7,966.4,0,45,0
2016-03-11T02:00,24.4,70,28.4,966.5,0,46,0
2016-03-11T03:00,24.2,69,26.8,965.8,0,51,0
2016-03-11T04:00,23.8,69,26.5,966.1,0,66,0
2016-03-11T05:00,23.5,69,27,966.5,0,69,0
2016-03-11T06:00,23.3,71,26.9,967,0,69,0
2016-03-11T07:00,23.7,74,27.9,968.3,0,59,31
2016-03-11T08:00,27,56,29.8,968.6,0,51,100
2016-03-11T09:00,28.7,49,32.8,969.4,0,33,280
2016-03-11T10:00,30.3,45,34.7,969.6,0,32,451
2016-03-11T11:00,31,43,35.7,968.9,0,38,633
2016-03-11T12:00,31.6,42,37.5,968.2,0,39,620
2016-03-11T13:00,32.8,39,39.1,966.8,0,65,841
2016-03-11T14:00,32.2,38,37.5,965.8,0,49,476
2016-03-11T15:00,31.9,39,36.8,965.3,0,24,313
2016-03-11T16:00,31.4,40,36.5,963.9,0,21,225
2016-03-11T17:00,30.8,42,33.9,963.1,0,9,184
2016-03-11T18:00,29.6,51,32.3,963.8,0,10,56
2016-03-11T19:00,29.1,50,32.1,964.5,0,15,0
2016-03-11T20:00,27.4,55,31.1,965.4,0,25,0
2016-03-11T21:00,25.8,57,30.3,966.5,0,37,0
2016-03-11T22:00,24.6,61,29.2,967.1,0,24,0
2016-03-11T23:00,24.4,63,29.1,967.6,0,27,0
2016-03-12T00:00,24.1,64,28.6,967.3,0,41,0
2016-03-12T01:00,23.7,68,28.1,966.6,0,33,0
2016-03-12T02:00,23.6,71,27.6,966.1,0,46,0
2016-03-12T03:00,23.6,70,27.2,965.8,0,53,0
2016-03-12T04:00,23.5,72,26.9,965.8,0,45,0
2016-03-12T05:00,23.2,72,27.6,965.6,0,44,0
2016-03-12T06:00,23.1,75,28.1,966.4,0,58,0
2016-03-12T07:00,24.2,74,28.8,967.7,0,69,25
2016-03-12T08:00,27.2,59,30.2,968.9,0,77,131
2016-03-12T09:00,28.4,55,32.3,969.5,0,76,250
2016-03-12T10:00,29.5,51,32.9,969.9,0,77,380
2016-03-12T11:00,29.9,50,34.2,969.3,0,68,523
2016-03-12T12:00,30.2,49,35.9,968.1,0,76,556
2016-03-12T13:00,31.1,46,36.6,967.1,0,74,480
2016-03-12T14:00,30.6,47,35.9,965.1,0,85,359
2016-03-12T15:00,31.3,44,36.5,964.1,0,72,403
2016-03-12T16:00,31.1,45,35.9,963,0,48,267
2016-03-12T17:00,30.3,48,34.1,963,0,42,123
2016-03-12T18:00,28.9,61,34.1,964.1,0,73,35
2016-03-12T19:00,28,61,33.8,965.1,0,69,0
2016-03-12T20:00,27.4,57,32.7,966,0,59,0
2016-03-12T21:00,26.7,58,32,966.7,0,71,0
2016-03-12T22:00,26.2,60,31.3,967.1,0,78,0
2016-03-12T23:00,25.4,66,30.5,967.4,0,92,0
2016-03-13T00:00,25.2,68,30.9,967.4,0,92,0
2016-03-13T01:00,24.7,73,30.3,966.9,0,100,0
2016-03-13T02:00,24.4,73,29.8,966.5,0.1,100,0
2016-03-13T03:00,24,77,28.5,966.3,0.2,100,0
2016-03-13T04:00,23.7,78,28.4,966.3,0.3,100,0
2016-03-13T05:00,22,98,28.1,966.2,0.4,100,0
2016-03-13T06:00,21.8,98,28.3,967,0.6,100,0
2016-03-13T07:00,22.3,99,28.2,968.3,0.7,100,7
2016-03-13T08:00,23.7,90,29.1,969.4,0.7,100,40
2016-03-13T09:00,24.9,81,30.7,970.5,0.4,100,99
2016-03-13T10:00,30.4,54,31.8,970.6,0.2,100,235
2016-03-13T11:00,27.6,65,30.8,970,0.3,100,121
2016-03-13T12:00,26.1,69,31.7,969.4,0.5,100,161
2016-03-13T13:00,27.4,65,33.2,968.2,0.6,100,337
2016-03-13T14:00,26.6,65,32.5,966.5,0,85,187
2016-03-13T15:00,27,63,32.6,965.5,0,64,137
2016-03-13T16:00,28,58,32.5,964.3,0,45,277
2016-03-13T17:00,27.4,59,30.7,965,0,43,150
2016-03-13T18:00,26.2,73,31.6,966,0,43,41
2016-03-13T19:00,25.9,68,31.2,966.2,0,45,0
2016-03-13T20:00,25.4,69,31.2,967.4,0,45,0
2016-03-13T21:00,24.3,73,29.2,967.9,0,50,0
2016-03-13T22:00,22.9,80,28.2,968.2,0,47,0
2016-03-13T23:00,22.5,81,28.1,968.2,0,52,0
2016-03-14T00:00,22,84,27.7,968.3,0,49,0
2016-03-14T01:00,22.1,83,27.8,968.3,0,53,0
2016-03-14T02:00,22.5,81,27.5,967.4,0,52,0
2016-03-14T03:00,23.2,77,27,966.9,0,53,0
2016-03-14T04:00,24.4,69,27,966.8,0,42,0
2016-03-14T05:00,23.4,75,27.2,967.2,0,52,0
2016-03-14T06:00,23,78,26.8,967.7,0,62,0
2016-03-14T07:00,23.3,80,28.4,969,0,66,23
2016-03-14T08:00,25.4,69,29,969.8,0,56,109
2016-03-14T09:00,27.5,58,33.2,970.6,0,46,284
2016-03-14T10:00,29.2,53,34.9,970.6,0,47,504
2016-03-14T11:00,30.4,49,36.5,969.9,0,42,571
2016-03-14T12:00,31.2,46,38.3,969.2,0,39,673
2016-03-14T13:00,31.9,43,38.2,967.3,0,39,714
2016-03-14T14:00,30.3,48,37.4,965.8,0,48,526
2016-03-14T15:00,30.6,47,36.4,964.7,0,50,414
2016-03-14T16:00,30.4,47,35.6,964.1,0,29,352
2016-03-14T17:00,29.9,50,35.4,964,0,35,203
2016-03-14T18:00,29.3,50,35.1,964.6,0,41,40
2016-03-14T19:00,27.5,56,33.1,966.2,0,47,0
2016-03-14T20:00,26.2,64,32.6,967.3,0,65,0
2016-03-14T21:00,24.5,79,31.2,968.3,0.9,66,0
2016-03-14T22:00,23.8,80,30.1,968.6,1.5,72,0
2016-03-14T23:00,23.6,82,29.5,968.6,1.4,55,0
2016-03-15T00:00,23,86,29.2,968.6,1.1,61,0
2016-03-15T01:00,22.3,91,28.6,968.1,0.8,92,0
2016-03-15T02:00,22.9,88,28.6,967.6,0.3,99,0
2016-03-15T03:00,22.2,93,27.5,967,0.4,85,0
2016-03-15T04:00,21.4,99,27.6,966.7,0.2,80,0
2016-03-15T05:00,21,100,27.4,967.1,0.2,83,0
2016-03-15T06:00,20.9,100,27.5,967.5,0.5,94,0
2016-03-15T07:00,21.6,100,27.9,969,0.4,100,12
2016-03-15T08:00,23.6,91,27.9,970,0.5,100,47
2016-03-15T09:00,23.6,87,29.1,970.6,1.2,100,130
2016-03-15T10:00,25.7,78,29.3,970.7,1.3,100,153
2016-03-15T11:00,25.4,83,29.8,970.5,2,100,154
2016-03-15T12:00,24.5,85,30.5,969.9,2.2,100,116
2016-03-15T13:00,23.9,91,30.7,968.6,1.7,100,134
2016-03-15T14:00,23.3,90,30.3,967.3,0.9,100,61
2016-03-15T15:00,23.8,88,30.7,966.2,0.1,86,51
2016-03-15T16:00,24.1,85,30.8,965.5,0,60,88
2016-03-15T17:00,24.6,80,30.3,964.8,0,41,99
2016-03-15T18:00,24.6,79,31.5,965.1,0,33,21
2016-03-15T19:00,24.3,81,30.6,966.9,0.5,50,0
2016-03-15T20:00,24.3,80,31,967.9,0.2,70,0
2016-03-15T21:00,24.4,78,30.2,968.3,0,92,0
2016-03-15T22:00,24.4,77,29.5,968.6,0,84,0
2016-03-15T23:00,24.4,77,29.6,968.2,0,89,0
2016-03-16T00:00,24.3,77,29,967.9,0,79,0
2016-03-16T01:00,24.1,77,29.2,967.3,0,73,0
2016-03-16T02:00,22.5,85,27.7,966.5,0.1,76,0
2016-03-16T03:00,23,83,25.9,965.7,0.1,75,0
2016-03-16T04:00,22.7,85,26.1,966.4,0.5,100,0
2016-03-16T05:00,22.8,84,27,966.5,0.3,100,0
2016-03-16T06:00,23,83,27.1,966.9,0.8,98,0
2016-03-16T07:00,22.4,88,26.9,967.5,1,94,1
2016-03-16T08:00,22.4,96,26.8,968.8,0.3,100,0
2016-03-16T09:00,22.8,94,31.3,970,0.3,100,20
2016-03-16T10:00,23.4,94,31.6,970.4,0.3,100,36
2016-03-16T11:00,24,87,31.2,969.9,1.2,100,87
2016-03-16T12:00,24.7,81,32.3,969.1,0.8,100,34
2016-03-16T13:00,25.2,78,32,967.4,0.3,100,105
2016-03-16T14:00,26.2,74,33,966.2,0,93,276
2016-03-16T15:00,26.5,72,33.2,965.3,0,67,262
2016-03-16T16:00,26.5,70,33.1,964.6,0,45,221
2016-03-16T17:00,26.1,71,31.8,963.6,0,34,89
2016-03-16T18:00,24.9,79,31.1,964.3,0,40,30
2016-03-16T19:00,23.9,87,30.7,965.3,0,48,0
2016-03-16T20:00,23.6,87,30.6,966.2,0,47,0
2016-03-16T21:00,23.8,84,30.2,967.3,0,65,0
2016-03-16T22:00,23.8,83,30.1,967.6,0,64,0
2016-03-16T23:00,23.8,81,29.8,967.6,0,69,0
2016-03-17T00:00,23.3,83,29.2,967.1,0,60,0
2016-03-17T01:00,23,84,28.6,966.3,0,91,0
2016-03-17T02:00,23.3,83,28.5,965.7,0,62,0
2016-03-17T03:00,23.7,80,27.6,965.5,0,69,0
2016-03-17T04:00,23.4,82,27,965.6,0,70,0
2016-03-17T05:00,23.3,84,28,966.1,0,75,0
2016-03-17T06:00,23.3,84,28.6,966.8,0,86,0
2016-03-17T07:00,23.1,86,28.6,967.8,0,92,10
2016-03-17T08:00,23.5,88,28.6,969,0,100,42
2016-03-17T09:00,24.3,83,30.1,969.8,0.3,88,47
2016-03-17T10:00,25.2,77,31.3,969.9,0.2,92,60
2016-03-17T11:00,26.1,73,31.7,969.5,0.2,75,99
2016-03-17T12:00,26.6,67,31.2,968.7,0.4,71,196
2016-03-17T13:00,26.8,68,31,967.2,0.6,100,147
2016-03-17T14:00,26,72,30.6,966.1,0.5,100,150
2016-03-17T15:00,25.4,73,30.4,964.6,0,87,66
2016-03-17T16:00,25.6,71,30.4,964.8,0,75,71
2016-03-17T17:00,25.4,73,30.1,964.8,0,83,36
